analysis,sla_locus,hla_subgroup,hla_locus,n_sla_sequences,mean_ensemble_probability,summed_ensemble_probability,sd_across_seeds,loo_mean_min,loo_mean_max,frac_sequences_top_subgroup,mean_seeds_voting_this_subgroup,edge_weight_mean_mass,edge_weight_summed_mass,stability_inverse_cv,original_figure2_threshold_note
class1,SLA-7,B53,B,3,0.007244,0.021733,0.007397,0.004254,0.008914,0.0,0.0,0.007244,0.021733,0.9793,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B55,B,3,0.045114,0.135342,0.043845,0.026854,0.055826,0.0,0.0,0.045114,0.135342,1.0289,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B56,B,3,0.035482,0.106447,0.048295,0.014718,0.043795,0.0,0.0,0.035482,0.106447,0.7347,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B57,B,3,0.011708,0.035124,0.014338,0.006728,0.014612,0.0,0.0,0.011708,0.035124,0.8166,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B58,B,3,0.01251,0.037529,0.019481,0.004362,0.015626,0.0,0.0,0.01251,0.037529,0.6422,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,B_Other,B,3,0.203536,0.610607,0.246765,0.097273,0.250016,1.0,2.0,0.203536,0.610607,0.8248,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C01,C,3,0.071393,0.214178,0.14023,0.008728,0.088921,0.0,1.0,0.071393,0.214178,0.5091,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C02,C,3,0.04672,0.14016,0.080727,0.011656,0.058339,0.0,0.6667,0.04672,0.14016,0.5787,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C03,C,3,0.01027,0.030811,0.021186,0.000802,0.012835,0.0,0.0,0.01027,0.030811,0.4848,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C04,C,3,0.001468,0.004405,0.001392,0.001113,0.001815,0.0,0.0,0.001468,0.004405,1.0546,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C05,C,3,0.033457,0.10037,0.056976,0.008055,0.0411,0.0,0.0,0.033457,0.10037,0.5872,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C06,C,3,0.002432,0.007297,0.002377,0.001637,0.003039,0.0,0.0,0.002432,0.007297,1.0231,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C07,C,3,0.001704,0.005111,0.002333,0.000852,0.002126,0.0,0.0,0.001704,0.005111,0.7304,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C08,C,3,0.027793,0.083379,0.036013,0.012546,0.03468,0.0,0.0,0.027793,0.083379,0.7717,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C12,C,3,0.008085,0.024256,0.011187,0.004162,0.010084,0.0,0.0,0.008085,0.024256,0.7227,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C14,C,3,0.011043,0.033129,0.012412,0.005822,0.013522,0.0,0.0,0.011043,0.033129,0.8897,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C15,C,3,0.011029,0.033088,0.015083,0.004603,0.013751,0.0,0.0,0.011029,0.033088,0.7312,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C16,C,3,0.023812,0.071437,0.040333,0.00606,0.029547,0.0,0.0,0.023812,0.071437,0.5904,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C17,C,3,0.011028,0.033084,0.012775,0.005929,0.013678,0.0,0.0,0.011028,0.033084,0.8632,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-7,C_Other,C,3,0.00707,0.02121,0.005514,0.005604,0.008747,0.0,0.0,0.00707,0.02121,1.2822,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A01,A,5,0.001185,0.005923,0.001012,0.000778,0.001457,0.0,0.0,0.001185,0.005923,1.1709,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A02,A,5,0.008022,0.040112,0.009732,0.003806,0.009961,0.0,0.0,0.008022,0.040112,0.8243,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A03,A,5,0.000938,0.004689,0.000889,0.000606,0.001162,0.0,0.0,0.000938,0.004689,1.0551,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A11,A,5,0.000631,0.003157,0.000628,0.000365,0.000769,0.0,0.0,0.000631,0.003157,1.0048,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A23,A,5,0.072604,0.363021,0.073286,0.051029,0.089645,0.2,0.2,0.072604,0.363021,0.9907,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A24,A,5,0.016581,0.082907,0.036322,0.000338,0.020713,0.0,0.0,0.016581,0.082907,0.4565,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A25,A,5,0.00818,0.040898,0.005439,0.006338,0.009795,0.0,0.0,0.00818,0.040898,1.504,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A26,A,5,0.002661,0.013307,0.002461,0.001693,0.003283,0.0,0.0,0.002661,0.013307,1.0813,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A29,A,5,0.031504,0.157519,0.04353,0.013811,0.039305,0.0,0.0,0.031504,0.157519,0.7237,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A30,A,5,0.018588,0.09294,0.034615,0.003125,0.022931,0.0,0.0,0.018588,0.09294,0.537,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A31,A,5,0.004579,0.022896,0.004924,0.003087,0.005654,0.0,0.0,0.004579,0.022896,0.9299,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A32,A,5,0.017491,0.087457,0.024815,0.006972,0.021444,0.0,0.0,0.017491,0.087457,0.7049,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A33,A,5,0.004575,0.022874,0.003408,0.003337,0.00564,0.0,0.0,0.004575,0.022874,1.3424,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A68,A,5,0.006287,0.031434,0.005438,0.004774,0.007755,0.0,0.0,0.006287,0.031434,1.1561,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,A_Other,A,5,0.008152,0.040759,0.009815,0.004044,0.010047,0.0,0.0,0.008152,0.040759,0.8306,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B07,B,5,0.001885,0.009425,0.002736,0.000737,0.002339,0.0,0.0,0.001885,0.009425,0.689,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B08,B,5,0.02107,0.105351,0.040698,0.002897,0.026296,0.0,0.0,0.02107,0.105351,0.5177,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B13,B,5,0.002312,0.011561,0.003153,0.000964,0.002878,0.0,0.0,0.002312,0.011561,0.7333,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B14,B,5,0.009322,0.046609,0.011492,0.004381,0.011216,0.0,0.0,0.009322,0.046609,0.8112,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B15,B,5,0.003637,0.018185,0.005011,0.001831,0.004536,0.0,0.0,0.003637,0.018185,0.7258,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B18,B,5,0.036343,0.181714,0.06781,0.006324,0.045309,0.0,0.0,0.036343,0.181714,0.536,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B27,B,5,0.067042,0.335208,0.098686,0.027575,0.083701,0.0,0.6,0.067042,0.335208,0.6793,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B35,B,5,0.000343,0.001715,0.000403,0.00017,0.000417,0.0,0.0,0.000343,0.001715,0.8511,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B37,B,5,0.01566,0.078301,0.012064,0.011031,0.018581,0.0,0.0,0.01566,0.078301,1.2981,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B38,B,5,0.007217,0.036087,0.007038,0.004308,0.008993,0.0,0.0,0.007217,0.036087,1.0254,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B39,B,5,0.034098,0.17049,0.07018,0.002729,0.042507,0.0,0.8,0.034098,0.17049,0.4859,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B40,B,5,0.022418,0.112091,0.046094,0.001814,0.027919,0.0,0.0,0.022418,0.112091,0.4864,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B41,B,5,0.066501,0.332507,0.136268,0.005579,0.082791,0.0,1.0,0.066501,0.332507,0.488,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B44,B,5,0.001341,0.006705,0.001603,0.000865,0.00166,0.0,0.0,0.001341,0.006705,0.8366,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B46,B,5,0.023283,0.116413,0.046982,0.002292,0.028905,0.0,0.0,0.023283,0.116413,0.4956,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B49,B,5,0.003362,0.01681,0.002804,0.002165,0.003839,0.0,0.0,0.003362,0.01681,1.199,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B50,B,5,0.00359,0.017951,0.001651,0.003265,0.004252,0.0,0.0,0.00359,0.017951,2.1744,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B51,B,5,0.002533,0.012663,0.004226,0.000656,0.003139,0.0,0.0,0.002533,0.012663,0.5994,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B52,B,5,0.002283,0.011415,0.001469,0.001907,0.002765,0.0,0.0,0.002283,0.011415,1.5541,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B53,B,5,0.003793,0.018964,0.003188,0.002547,0.004672,0.0,0.0,0.003793,0.018964,1.1898,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B55,B,5,0.006544,0.03272,0.006793,0.004679,0.008101,0.0,0.0,0.006544,0.03272,0.9633,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B56,B,5,0.006536,0.03268,0.006172,0.004291,0.008142,0.0,0.0,0.006536,0.03268,1.059,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B57,B,5,0.028879,0.144397,0.017365,0.023664,0.033901,0.0,0.0,0.028879,0.144397,1.6631,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B58,B,5,0.040842,0.20421,0.079828,0.005184,0.050855,0.0,0.8,0.040842,0.20421,0.5116,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,B_Other,B,5,0.005231,0.026157,0.006451,0.002829,0.00653,0.0,0.0,0.005231,0.026157,0.8109,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C01,C,5,0.024056,0.120281,0.017771,0.018392,0.029481,0.0,0.0,0.024056,0.120281,1.3537,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C02,C,5,0.011154,0.055769,0.016115,0.004611,0.013872,0.0,0.0,0.011154,0.055769,0.6922,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C03,C,5,0.001956,0.009778,0.002223,0.001047,0.002416,0.0,0.0,0.001956,0.009778,0.8799,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C04,C,5,0.003654,0.018271,0.004414,0.002146,0.004565,0.0,0.0,0.003654,0.018271,0.8278,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C05,C,5,0.05661,0.283048,0.100477,0.012388,0.070729,0.0,0.4,0.05661,0.283048,0.5634,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C06,C,5,0.003141,0.015705,0.002109,0.002308,0.003736,0.0,0.0,0.003141,0.015705,1.4893,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C07,C,5,0.021552,0.107761,0.044189,0.001806,0.026816,0.0,0.0,0.021552,0.107761,0.4877,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C08,C,5,0.039015,0.195076,0.075372,0.005413,0.048735,0.0,0.2,0.039015,0.195076,0.5176,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C12,C,5,0.004818,0.024091,0.00594,0.002227,0.005933,0.0,0.0,0.004818,0.024091,0.8111,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C14,C,5,0.045117,0.225585,0.085593,0.006873,0.055621,0.0,0.4,0.045117,0.225585,0.5271,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C15,C,5,0.037436,0.187181,0.071561,0.005532,0.046673,0.0,0.2,0.037436,0.187181,0.5231,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C16,C,5,0.048674,0.24337,0.048947,0.029895,0.059889,0.0,0.2,0.048674,0.24337,0.9944,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C17,C,5,0.078017,0.390085,0.078019,0.04813,0.096854,0.8,0.2,0.078017,0.390085,1.0,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-8,C_Other,C,5,0.006755,0.033776,0.004263,0.005192,0.007954,0.0,0.0,0.006755,0.033776,1.5846,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A01,A,5,0.006501,0.032503,0.004534,0.00496,0.007602,0.0,0.0,0.006501,0.032503,1.4338,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A02,A,5,0.05305,0.265248,0.068726,0.028754,0.065384,0.2,0.4,0.05305,0.265248,0.7719,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A03,A,5,0.024304,0.121521,0.020464,0.017194,0.030338,0.0,0.2,0.024304,0.121521,1.1876,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A11,A,5,0.008278,0.041391,0.006892,0.00624,0.010065,0.0,0.0,0.008278,0.041391,1.2011,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A23,A,5,0.008118,0.040592,0.007107,0.004977,0.009251,0.0,0.0,0.008118,0.040592,1.1423,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A24,A,5,0.005591,0.027957,0.005151,0.003444,0.006866,0.0,0.0,0.005591,0.027957,1.0854,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A25,A,5,0.007359,0.036794,0.006001,0.005277,0.008802,0.0,0.0,0.007359,0.036794,1.2263,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A26,A,5,0.003811,0.019057,0.002693,0.002823,0.004464,0.0,0.0,0.003811,0.019057,1.4152,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A29,A,5,0.025329,0.126646,0.027887,0.015334,0.031352,0.0,0.0,0.025329,0.126646,0.9083,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A30,A,5,0.018994,0.094969,0.031616,0.005051,0.023548,0.0,0.0,0.018994,0.094969,0.6008,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A31,A,5,0.036891,0.184453,0.0589,0.01071,0.045869,0.0,0.4,0.036891,0.184453,0.6263,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A32,A,5,0.009841,0.049203,0.010736,0.005511,0.011998,0.0,0.0,0.009841,0.049203,0.9166,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A33,A,5,0.004913,0.024563,0.003507,0.003823,0.005742,0.0,0.0,0.004913,0.024563,1.4009,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A68,A,5,0.007242,0.036208,0.004854,0.005964,0.008757,0.0,0.0,0.007242,0.036208,1.492,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,A_Other,A,5,0.022934,0.114668,0.027078,0.013394,0.028436,0.0,0.2,0.022934,0.114668,0.847,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
class1,SLA-9,B07,B,5,0.013115,0.065574,0.014166,0.007696,0.016184,0.0,0.0,0.013115,0.065574,0.9258,The submitted Figure 2 drew an edge when ANY single prediction exceeded p>0.1 (diamond.ipynb). No threshold is applied here; every SLA-locus x HLA-subgroup pair is present with its raw metrics so the renderer can choose.
